Name,RuleId,ExtraId,Control Name,Registry Key,Registry Value,Registry Value Type,CSP Name,CSP Path,CSP Value Type,Default Value,Allowed Value,Expected Value,Severity,Applicability,Scenario,Validation,Category
AllowICMPRedirectsToOverrideOSPFGeneratedRoutes,403670e7-8c1b-4c09-81f8-9c2f3c3ebe30,AZ-WIN-73503,MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes,HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters,EnableICMPRedirect,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters"" -Name ""EnableICMPRedirect""",Registry
AllowLocalSystemNULLSessionFallback,0b2803c7-33ac-4407-80f0-f09940bbe940,CCE-37035-3,Network security: Allow LocalSystem NULL session fallback,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0,allownullsessionfallback,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/NetworkSecurity_AllowLocalSystemNULLSessionFallback,Integer,0,"Range(0, 1)","OneOf(Equals(0), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
AllowLocalSystemToUseComputerIdentityForNTLM,e7d5034f-5652-4180-90c8-c49130acb3c6,CCE-38341-4,Network security: Allow Local System to use computer identity for NTLM,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,UseMachineId,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/NetworkSecurity_AllowLocalSystemToUseComputerIdentityForNTLM,Integer,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
AllowPKU2UAuthenticationAllowOnlineID,8ad78d25-6140-4899-9565-e053ce7d9a66,CCE-38047-7,Network Security: Allow PKU2U authentication requests to this computer to use online identities,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\pku2u,AllowOnlineID,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\pku2u"" -Name ""AllowOnlineID""",Registry
AllowSystemToBeShutDownWithoutHavingToLogOn,fa4d7c0b-987e-47f6-bf8b-f38f49e7c00b,CCE-36788-8,Shutdown: Allow system to be shut down without having to log on,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ShutdownWithoutLogon,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/Shutdown_AllowSystemToBeShutDownWithoutHavingToLogOn,Integer,0,"Range(0, 1)","OneOf(Equals(0), Equals(null))",Warning,Azure Local Member Server (domain joined),Security Baseline,,Security Options
AllowTheComputerToIgnoreNetBIOSNameReleaseRequestsExceptFromWINSServers,8f624a01-c694-4d61-9d85-bf6d9a4be86d,AZ-WIN-202214,MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers,HKLM:\SYSTEM\CurrentControlSet\Services\NetBT\Parameters,NoNameReleaseOnDemand,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\Netbt\Parameters"" -Name ""NoNameReleaseOnDemand""",Registry
AllowUIAccessApplicationsToPromptForElevation,467c29d0-b1be-4113-937c-65583cedf2f0,CCE-36863-9,User Account Control: Allow UIAccess applications to prompt for elevation without using the secure desktop,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableUIADesktopToggle,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/UserAccountControl_AllowUIAccessApplicationsToPromptForElevation,Integer,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
AmountOfIdleTimeRequiredBeforeSuspendingSession,4383c5e5-ea15-4e94-a170-fd61b3fda9f1,CCE-38046-9,Microsoft network server: Amount of idle time required before suspending session,HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters,AutoDisconnect,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/MicrosoftNetworkServer_AmountOfIdleTimeRequiredBeforeSuspendingSession,Integer,15,"Range(1, 15)","Range(1, 15)",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
AppCompatAppCompatTurnOffProgramInventory,c1557cd3-5d47-42af-b4e0-993ec42cd697,AZ-WIN-73543,Turn off Inventory Collector,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppCompat,DisableInventory,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppCompat"" -Name ""DisableInventory""",Registry
ApplicationIdentityStartupType,,,Application Identity,HKLM:\SYSTEM\CurrentControlSet\Services\AppIDSvc,Start,REG_DWORD,,,,2,"Range(0, 3)",Equals(2),Informational,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Services\AppIDSvc"" -Name ""Start""",Registry
ApplicationManagementMSIAllowUserControlOverInstall,5d42c180-4350-49ec-9bb6-e51e1258022c,CCE-36400-0,Allow user control over installs,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Installer,EnableUserControl,REG_DWORD,./Vendor/MSFT/Policy,Config/ApplicationManagement/MSIAllowUserControlOverInstall,Integer,0,"Range(0, 1)","OneOf(Equals(0), Equals(null))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Registry
ApplicationManagementMSIAlwaysInstallWithElevatedPrivileges,2eda113a-0fb7-446c-856a-83e010d36671,CCE-37490-0,Always install with elevated privileges,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Installer,AlwaysInstallElevated,REG_DWORD,./Vendor/MSFT/Policy,Config/ApplicationManagement/MSIAlwaysInstallWithElevatedPrivileges,Integer,0,"Range(0, 1)","OneOf(Equals(0), Equals(null))",Warning,Azure Local Member Server (domain joined),Security Baseline,,Registry
ApplyUACRestrictionsToLocalAccountsOnNetworkLogon,6e5bc1da-dce9-4969-a24d-4f09f06ce82e,AZ-WIN-73495,Apply UAC restrictions to local accounts on network logons,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,LocalAccountTokenFilterPolicy,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"" -Name ""LocalAccountTokenFilterPolicy""",Registry
AppRuntimeAllowMicrosoftAccountsToBeOptional,de7af76f-e469-4a4e-94fd-99f0cccd54b6,CCE-38354-7,Allow Microsoft accounts to be optional,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,MSAOptional,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"" -Name ""MSAOptional""",Registry
AuditAccountLockout,103de8e8-643e-4b0e-b4a4-a85830239a53,CCE-37133-6,Audit Account Lockout,,,,./Vendor/MSFT/Policy,Config/Audit/AccountLogonLogoff_AuditAccountLockout,Integer,2,"Range(0, 3)","OneOf(Equals(2), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditAuthenticationPolicyChange,42db0bec-e47f-49f6-a0af-59798f0feefe,CCE-38327-3,Audit Authentication Policy Change,,,,./Vendor/MSFT/Policy,Config/Audit/PolicyChange_AuditAuthenticationPolicyChange,Integer,1,"Range(0, 3)","OneOf(Equals(1), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditAuthorizationPolicyChange,ca5d1a59-f141-441d-a57e-6f8bdf078ff3,CCE-36320-0,Audit Authorization Policy Change,,,,./Vendor/MSFT/Policy,Config/Audit/PolicyChange_AuditAuthorizationPolicyChange,Integer,1,"Range(0, 3)","OneOf(Equals(1), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditBackupAndRestorePrivilege,,,Audit: Audit the use of Backup and Restore privilege,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,FullPrivilegeAuditing,REG_BINARY,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/Audit_AuditTheUseOfBackupAndRestoreprivilege,Binary,MDA=,"OneOf(Equals('MDA='), Equals('MQ=='))",Equals('MDA='),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
AuditClientDoesNotSupportEncryption,,,Audit client does not support encryption,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanServer,AuditClientDoesNotSupportEncryption,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanServer"" -Name ""AuditClientDoesNotSupportEncryption""",Registry
AuditClientDoesNotSupportSigning,,,Audit client does not support signing,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanServer,AuditClientDoesNotSupportSigning,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanServer"" -Name ""AuditClientDoesNotSupportSigning""",Registry
AuditCredentialValidation,4f8fd732-facf-4184-a29c-61fdd40db89d,CCE-37741-6,Audit Credential Validation,,,,./Vendor/MSFT/Policy,Config/Audit/AccountLogon_AuditCredentialValidation,Integer,3,"Range(0, 3)",Equals(3),Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditDetailedFileShare,04212107-de72-4eb7-a427-1876b5604a98,AZ-WIN-00100,Audit Detailed File Share,,,,./Vendor/MSFT/Policy,Config/Audit/ObjectAccess_AuditDetailedFileShare,Integer,2,"Range(0, 3)","OneOf(Equals(2), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditFileShare,1926dc04-79ea-4a6e-9e35-892c27876bf5,AZ-WIN-00102,Audit File Share,,,,./Vendor/MSFT/Policy,Config/Audit/ObjectAccess_AuditFileShare,Integer,3,"Range(0, 3)",Equals(3),Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditFilteringPlatformConnection,10191095-e6fa-47d3-aa8e-d58b36241f2a,AZ-WIN-00104,Audit Filtering Platform Connection,,,,./Vendor/MSFT/Policy,Config/Audit/ObjectAccess_AuditFilteringPlatformConnection,Integer,2,"Range(0, 3)",Equals(2),Informational,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditFilteringPlatformPacketDrop,3dab02aa-72b8-46b6-844f-695554bf59dd,AZ-WIN-00105,Audit Filtering Platform Packet Drop,,,,./Vendor/MSFT/Policy,Config/Audit/ObjectAccess_AuditFilteringPlatformPacketDrop,Integer,2,"Range(0, 3)",Equals(2),Informational,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditGroupMembership,babda20b-1bc0-4204-9745-0cd584dcbb2b,AZ-WIN-00026,Audit Group Membership,,,,./Vendor/MSFT/Policy,Config/Audit/AccountLogonLogoff_AuditGroupMembership,Integer,1,"Range(0, 3)","OneOf(Equals(1), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditInsecureGuestLogon,,,Audit insecure guest logon,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanServer,AuditInsecureGuestLogon,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanServer"" -Name ""AuditInsecureGuestLogon""",Registry
AuditIPsecDriver,5c532b76-16c0-4a8c-ac67-015b93f458dc,CCE-37853-9,Audit IPsec Driver,,,,./Vendor/MSFT/Policy,Config/Audit/System_AuditIPsecDriver,Integer,3,"Range(0, 3)",Equals(3),Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditLogoff,e1174067-f117-4d7f-9584-fd93eedd566f,CCE-38237-4,Audit Logoff,,,,./Vendor/MSFT/Policy,Config/Audit/AccountLogonLogoff_AuditLogoff,Integer,1,"Range(0, 3)","OneOf(Equals(1), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditLogon,5b5ac074-b108-4acf-aeca-5baabc276538,CCE-38036-0,Audit Logon,,,,./Vendor/MSFT/Policy,Config/Audit/AccountLogonLogoff_AuditLogon,Integer,3,"Range(0, 3)",Equals(3),Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditMPSSVCRuleLevelPolicyChange,f6c7cdd1-b504-4e9e-a272-1aa2f441daa3,AZ-WIN-00111,Audit MPSSVC Rule-Level Policy Change,,,,./Vendor/MSFT/Policy,Config/Audit/PolicyChange_AuditMPSSVCRuleLevelPolicyChange,Integer,3,"Range(0, 3)",Equals(3),Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditOtherLogonLogoffEvents,fa518c7b-96bc-45e6-8fee-2c99186a010d,CCE-36322-6,Audit Other Logon/Logoff Events,,,,./Vendor/MSFT/Policy,Config/Audit/AccountLogonLogoff_AuditOtherLogonLogoffEvents,Integer,3,"Range(0, 3)",Equals(3),Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditOtherObjectAccessEvents,acd96120-83a4-44a9-9e62-127012287e49,AZ-WIN-00113,Audit Other Object Access Events,,,,./Vendor/MSFT/Policy,Config/Audit/ObjectAccess_AuditOtherObjectAccessEvents,Integer,3,"Range(0, 3)",Equals(3),Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditOtherPolicyChangeEvents,88b87546-b3c8-434f-9cc6-01e117033296,AZ-WIN-00114,Audit events generated by other security policy changes that are not audited in the policy change category,,,,./Vendor/MSFT/Policy,Config/Audit/PolicyChange_AuditOtherPolicyChangeEvents,Integer,2,"Range(0, 3)","OneOf(Equals(2), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditOtherSystemEvents,3f78e74e-1601-4bcc-b2c0-5408642d4b81,CCE-38030-3,Audit Other System Events,,,,./Vendor/MSFT/Policy,Config/Audit/System_AuditOtherSystemEvents,Integer,3,"Range(0, 3)",Equals(3),Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditPnPExternalDevice,5046d960-670d-4fef-973a-cf242a97147e,AZ-WIN-00182,Audit when plug and play detects an external device,,,,./Vendor/MSFT/Policy,Config/Audit/DetailedTracking_AuditPNPActivity,Integer,3,"Range(0, 3)","OneOf(Equals(1), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditPolicyChange,d5db6e13-eef5-45ac-a8f3-18a0b1fcd8f9,CCE-38028-7,Audit Policy Change,,,,./Vendor/MSFT/Policy,Config/Audit/PolicyChange_AuditPolicyChange,Integer,3,"Range(0, 3)","OneOf(Equals(1), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditProcessCreatedOrStarted,6b3dc518-61f4-4a47-920c-0411674596a0,CCE-36059-4,Audit events generated when a process is created or starts,,,,./Vendor/MSFT/Policy,Config/Audit/DetailedTracking_AuditProcessCreation,Integer,3,"Range(0, 3)","OneOf(Equals(1), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditRemovableStorage,b88b1d85-5f3c-4235-91ab-6d8b5e767311,CCE-37617-8,Audit Removable Storage,,,,./Vendor/MSFT/Policy,Config/Audit/ObjectAccess_AuditRemovableStorage,Integer,3,"Range(0, 3)",Equals(3),Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditSecurityGroupManagement,515db7da-c244-445b-b093-cf3c09ad8970,CCE-38034-5,Audit Security Group Management,,,,./Vendor/MSFT/Policy,Config/Audit/AccountManagement_AuditSecurityGroupManagement,Integer,1,"Range(0, 3)","OneOf(Equals(1), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditSecurityStateChange,761f9127-3d19-44af-87a2-09b10b21ecf2,CCE-38114-5,Audit Security State Change,,,,./Vendor/MSFT/Policy,Config/Audit/System_AuditSecurityStateChange,Integer,1,"Range(0, 3)","OneOf(Equals(1), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditSecuritySystemExtension,8042f614-f21e-4dca-ba3f-c8b25523b6b2,CCE-36144-4,Audit Security System Extension,,,,./Vendor/MSFT/Policy,Config/Audit/System_AuditSecuritySystemExtension,Integer,1,"Range(0, 3)","OneOf(Equals(1), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditSensitivePrivilegeUse,aa426f30-e6ff-4c6a-9d59-2ef82a504157,CCE-36267-3,Audit Sensitive Privilege Use,,,,./Vendor/MSFT/Policy,Config/Audit/PrivilegeUse_AuditSensitivePrivilegeUse,Integer,3,"Range(0, 3)",Equals(3),Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditServerDoesNotSupportEncryption,,,Audit server does not support encryption,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,AuditServerDoesNotSupportEncryption,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation"" -Name ""AuditServerDoesNotSupportEncryption""",Registry
AuditServerDoesNotSupportSigning,,,Audit server does not support signing,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,AuditServerDoesNotSupportSigning,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation"" -Name ""AuditServerDoesNotSupportSigning""",Registry
AuditSettingsIncludeCmdLine,1648f727-644b-4454-a472-b1a803342e8a,CCE-36925-6,Include command line in process creation events,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Audit,ProcessCreationIncludeCmdLine_Enabled,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Audit"" -Name ""ProcessCreationIncludeCmdLine_Enabled""",Registry
AuditSpecialLogon,8ee0776b-3b84-47bf-9594-e14e29fcc8ff,CCE-36266-5,Audit Special Logon,,,,./Vendor/MSFT/Policy,Config/Audit/AccountLogonLogoff_AuditSpecialLogon,Integer,1,"Range(0, 3)","OneOf(Equals(1), Equals(3))",Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditSystemIntegrity,d5056b06-4651-4698-b5d2-83e6b092e471,CCE-37132-8,Audit System Integrity,,,,./Vendor/MSFT/Policy,Config/Audit/System_AuditSystemIntegrity,Integer,3,"Range(0, 3)",Equals(3),Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AuditUserAccountManagement,7e4d9fe1-eb3f-49ac-bb5b-d417df7e6d6c,CCE-37856-2,Audit User Account Management,,,,./Vendor/MSFT/Policy,Config/Audit/AccountManagement_AuditUserAccountManagement,Integer,3,"Range(0, 3)",Equals(3),Critical,Azure Local Member Server (domain joined),Security Baseline,,Audit Policy
AutoplayDisallowAutoplayForNonVolumeDevices,420cf8af-038e-4d06-89a4-aa8bfaec0191,CCE-37636-8,Disallow Autoplay for non-volume devices,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoAutoplayfornonVolume,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer"" -Name ""NoAutoplayfornonVolume""",Registry
AutoplaySetDefaultAutoRunBehavior,7869ddef-04ab-4cc5-90f2-5e6fd1540cba,CCE-38217-6,Set the default behavior for AutoRun,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoAutorun,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer"" -Name ""NoAutorun""",Registry
AutoplayTurnOffAutoPlay,d0f025af-b24b-49ab-9b75-60f485ed5407,CCE-36875-3,Turn off Autoplay,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoDriveTypeAutoRun,REG_DWORD,,,,255,"OneOf(Equals(181), Equals(255))",Equals(255),Critical,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer"" -Name ""NoDriveTypeAutoRun""",Registry
BehaviorOfTheElevationPromptForAdministrators,fc8a4401-ff7a-4a6d-add4-758acce6b76c,CCE-37029-6,User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorAdmin,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/UserAccountControl_BehaviorOfTheElevationPromptForAdministrators,Integer,2,"Range(0, 5)","Range(1, 2)",Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
BehaviorOfTheElevationPromptForStandardUsers,ea132d56-9c29-4d2a-bc92-fc81f616e540,CCE-36864-7,User Account Control: Behavior of the elevation prompt for standard users,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorUser,REG_DWORD,./Vendor/MSFT/Policy,Config/LocalPoliciesSecurityOptions/UserAccountControl_BehaviorOfTheElevationPromptForStandardUsers,Integer,0,"Range(0, 1)",Equals(0),Critical,Azure Local Member Server (domain joined),Security Baseline,,Security Options
Bitlocker_EncryptionMethodWithXtsFdv,,,Choose drive encryption method and cipher strength MethodWithXtsFdv,HKLM:\SOFTWARE\Policies\Microsoft\FVE,EncryptionMethodWithXtsFdv,REG_DWORD,,,,7,"Range(, 7)",Equals(7),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""EncryptionMethodWithXtsFdv""",Registry
Bitlocker_EncryptionMethodWithXtsOs,,,Choose drive encryption method and cipher strength MethodWithXtsOs,HKLM:\SOFTWARE\Policies\Microsoft\FVE,EncryptionMethodWithXtsOs,REG_DWORD,,,,7,"Range(, 7)",Equals(7),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""EncryptionMethodWithXtsOs""",Registry
Bitlocker_EncryptionMethodWithXtsRdv,,,Choose drive encryption method and cipher strength MethodWithXtsRdv,HKLM:\SOFTWARE\Policies\Microsoft\FVE,EncryptionMethodWithXtsRdv,REG_DWORD,,,,7,"Range(, 7)",Equals(7),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""EncryptionMethodWithXtsRdv""",Registry
Bitlocker_FDVActiveDirectoryBackup,,,Choose how BitLocker-protected fixed drives can be recovered FDVActiveDirectoryBackup,HKLM:\SOFTWARE\Policies\Microsoft\FVE,FDVActiveDirectoryBackup,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""FDVActiveDirectoryBackup""",Registry
Bitlocker_FDVActiveDirectoryInfoToStore,,,Choose how BitLocker-protected fixed drives can be recovered FDVActiveDirectoryInfoToStore,HKLM:\SOFTWARE\Policies\Microsoft\FVE,FDVActiveDirectoryInfoToStore,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""FDVActiveDirectoryInfoToStore""",Registry
Bitlocker_FDVHideRecoveryPage,,,Choose how BitLocker-protected fixed drives can be recovered FDVHideRecoveryPage,HKLM:\SOFTWARE\Policies\Microsoft\FVE,FDVHideRecoveryPage,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""FDVHideRecoveryPage""",Registry
Bitlocker_FDVManageDRA,,,Choose how BitLocker-protected fixed drives can be recovered FDVManageDRA,HKLM:\SOFTWARE\Policies\Microsoft\FVE,FDVManageDRA,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""FDVManageDRA""",Registry
Bitlocker_FDVRecovery,,,Choose how BitLocker-protected fixed drives can be recovered FDVRecovery,HKLM:\SOFTWARE\Policies\Microsoft\FVE,FDVRecovery,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""FDVRecovery""",Registry
Bitlocker_FDVRecoveryKey,,,Choose how BitLocker-protected fixed drives can be recovered FDVRecoveryKey,HKLM:\SOFTWARE\Policies\Microsoft\FVE,FDVRecoveryKey,REG_DWORD,,,,2,"Range(0, 2)",Equals(2),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""FDVRecoveryKey""",Registry
Bitlocker_FDVRecoveryPassword,,,Choose how BitLocker-protected fixed drives can be recovered FDVRecoveryPassword,HKLM:\SOFTWARE\Policies\Microsoft\FVE,FDVRecoveryPassword,REG_DWORD,,,,2,"Range(0, 2)",Equals(2),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""FDVRecoveryPassword""",Registry
Bitlocker_FDVRequireActiveDirectoryBackup,,,Choose how BitLocker-protected operating system drives can be recovered FDVRequireActiveDirectoryBackup,HKLM:\SOFTWARE\Policies\Microsoft\FVE,FDVRequireActiveDirectoryBackup,REG_DWORD,,,,0,"Range(0, 1)",Equals(0),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""FDVRequireActiveDirectoryBackup""",Registry
Bitlocker_OSActiveDirectoryBackup,,,Choose how BitLocker-protected operating system drives can be recovered OSActiveDirectoryBackup,HKLM:\SOFTWARE\Policies\Microsoft\FVE,OSActiveDirectoryBackup,REG_DWORD,,,,1,"Range(0, 1)",Equals(1),Warning,Azure Local Member Server (domain joined),Security Baseline,"Get-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\FVE"" -Name ""OSActiveDirectoryBackup""",Registry
